id,Category,name,subtitle,price,discount_price,main_image_url,secondary_image_url
2787,Insecticida y ambientador,Recambio ambientador eléctrico Sugar 6 fragancias Bosque Verde,Caja 25 ml,2.9,,https://prod-mercadona.imgix.net/images/8b315f93c619a2cc08f5a4ffb2c1d18d.jpg?fit=crop&h=300&w=300,
2788,Insecticida y ambientador,Recambio ambientador eléctrico Matcha Bosque Verde,Caja 25 ml,1.6,,https://prod-mercadona.imgix.net/images/3c6a5207e56bd803ee8caa8ffc7717b1.jpg?fit=crop&h=300&w=300,
2789,Insecticida y ambientador,Difusor ambientador automático Bosque Verde,Caja 1 ud.,3.1,,https://prod-mercadona.imgix.net/images/dcc51a2092290cd208f58997762b5fa7.jpg?fit=crop&h=300&w=300,
2790,Insecticida y ambientador,Recambio ambientador automático Love Bosque Verde,Bote 250 ml,1.8,,https://prod-mercadona.imgix.net/images/2956a940dc2d1c2f992af0f9209ef251.jpg?fit=crop&h=300&w=300,
2791,Insecticida y ambientador,Recambio ambientador automático Ropa Limpia Bosque Verde,Bote 250 ml,1.8,,https://prod-mercadona.imgix.net/images/65c0197f9a1249b5a7546b18c238a784.jpg?fit=crop&h=300&w=300,
2792,Insecticida y ambientador,Recambio ambientador automático Flower Bosque Verde,Bote 250 ml,1.8,,https://prod-mercadona.imgix.net/images/4aeb307fa63f99a0da3ba0300b0918bd.jpg?fit=crop&h=300&w=300,
2793,Insecticida y ambientador,Recambio ambientador automático Infantil Bosque Verde,Bote 250 ml,1.8,,https://prod-mercadona.imgix.net/images/5030d6e14276f0bb0e8387e672fc7c4d.jpg?fit=crop&h=300&w=300,
2794,Insecticida y ambientador,Recambio ambientador automático Delice Bosque Verde,Bote 250 ml,1.8,,https://prod-mercadona.imgix.net/images/9c2db5c62eee92775923445da7a9ff48.jpg?fit=crop&h=300&w=300,
2795,Insecticida y ambientador,Ambientador coche Bali Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/9a11b5a402daf81a993ef0a906789485.jpg?fit=crop&h=300&w=300,
2796,Insecticida y ambientador,Ambientador coche Frutos Silvestres Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/52f728077b694d1e7bf32020ee8b6bb4.jpg?fit=crop&h=300&w=300,
2797,Insecticida y ambientador,Ambientador coche Exótico Bosque Verde,Paquete 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/4b8b860972a5864861c501c7f69c5fb8.jpg?fit=crop&h=300&w=300,
2798,Insecticida y ambientador,Ambientador coche Marine Bosque Verde,Paquete 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/b470b56f565272913653ac326e95efed.jpg?fit=crop&h=300&w=300,
2799,Insecticida y ambientador,Ambientador varitas Frambuesa Bosque Verde,Caja 40 ml,2.15,,https://prod-mercadona.imgix.net/images/6d2a3be20221e5df12417040a3a1e56b.jpg?fit=crop&h=300&w=300,
2800,Insecticida y ambientador,Ambientador varitas Bambú Bosque Verde,Caja 40 ml,2.15,,https://prod-mercadona.imgix.net/images/0fb43177ce6cf40904b6b5571f06f361.jpg?fit=crop&h=300&w=300,
2801,Insecticida y ambientador,Ambientador varitas Jasmine Bosque Verde,Caja 40 ml,2.15,,https://prod-mercadona.imgix.net/images/b8dc70fce0365d4d58fc168a0dcab788.jpg?fit=crop&h=300&w=300,
2802,Insecticida y ambientador,Ambientador varitas Fruta Tropical Bosque Verde,Caja 40 ml,2.15,,https://prod-mercadona.imgix.net/images/69d872ac18ecd804333f315b4173c94d.jpg?fit=crop&h=300&w=300,
2803,Insecticida y ambientador,Ambientador varitas Chai Bosque Verde,Caja 40 ml,2.15,,https://prod-mercadona.imgix.net/images/2682bd1138a2a4267bd9011ffa3eac8b.jpg?fit=crop&h=300&w=300,
2804,Insecticida y ambientador,Ambientador perlas Tiernos Recuerdos Bosque Verde,1 ud.,1.45,,https://prod-mercadona.imgix.net/images/88eee3dda5f680b5ee7d818424285559.jpg?fit=crop&h=300&w=300,
2805,Insecticida y ambientador,Ambientador perlas Lima Bosque Verde,1 ud.,1.45,,https://prod-mercadona.imgix.net/images/69995d0ff815bb2094c6a1b967c0a2b2.jpg?fit=crop&h=300&w=300,
2806,Insecticida y ambientador,Vela perfumada Frutos Silvestres Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/988228f367ec94c4746e67c8736a8d21.jpg?fit=crop&h=300&w=300,
2807,Insecticida y ambientador,Vela perfumada Vainilla Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/20a11ba99148b91b84b7132f122f8edd.jpg?fit=crop&h=300&w=300,
2808,Insecticida y ambientador,Vela perfumada Chai Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/9722ac5eb2710c631ca08b3c56c88dc2.jpg?fit=crop&h=300&w=300,
2809,Insecticida y ambientador,Vela perfumada Talco Bosque Verde,Caja 1 ud.,1.85,,https://prod-mercadona.imgix.net/images/189b412fff1cfef1f06f6a0b8aee7119.jpg?fit=crop&h=300&w=300,
2810,Insecticida y ambientador,Vela perfumada Chai Bosque Verde,Caja 18 velas,1.75,,https://prod-mercadona.imgix.net/images/b560f3a1e8fb79bbbc148ce263473ef3.jpg?fit=crop&h=300&w=300,
2811,Insecticida y ambientador,Vela perfumada Fruta Tropical Bosque Verde,Caja 18 velas,1.75,,https://prod-mercadona.imgix.net/images/866fc698b613a34d18b47a0a83de58b6.jpg?fit=crop&h=300&w=300,
2812,Insecticida y ambientador,Vela perfumada Toffee Bosque Verde,Caja 18 velas,1.75,,https://prod-mercadona.imgix.net/images/2fd7dbbe090f2306ab88421d242d89cf.jpg?fit=crop&h=300&w=300,
2813,Insecticida y ambientador,Ambientador Spa armarios y cajones Bosque Verde,Caja 3 ud.,1.75,,https://prod-mercadona.imgix.net/images/a431d99075627c923b4cb225e8a1ff5d.jpg?fit=crop&h=300&w=300,
2814,Insecticida y ambientador,Ambientador líquido concentrado Foresan deluxe,Botella 125 ml,1.7,,https://prod-mercadona.imgix.net/images/7a0da40c8c498137e8905b8da82a0032.jpg?fit=crop&h=300&w=300,
2815,Insecticida y ambientador,Vela perfumada Peonía Bosque Verde,Caja 1 ud.,5.5,,https://prod-mercadona.imgix.net/images/a457f1a2b9b3cbd218882fc154139de9.jpg?fit=crop&h=300&w=300,
2816,Insecticida y ambientador,Absorbeolores Ropa Limpia Bosque Verde,1 ud.,0.8,,https://prod-mercadona.imgix.net/images/1e830447e0c6dc448864c68c10d0d91a.jpg?fit=crop&h=300&w=300,
2817,Insecticida y ambientador,Absorbeolores en gel para frigorífico Bosque Verde,Paquete 1 ud.,1.8,,https://prod-mercadona.imgix.net/images/50989fc13967db4f9e58a578e97ed579.jpg?fit=crop&h=300&w=300,
2818,Insecticida y ambientador,Set antihumedad con aromas cítricos Bosque Verde,1 ud.,3.15,,https://prod-mercadona.imgix.net/images/0f7ea24a52272c5bd634ce000cc16c17.jpg?fit=crop&h=300&w=300,
2819,Insecticida y ambientador,Recambio antihumedad con aromas cítricos Bosque Verde,Caja 1 ud.,2.0,,https://prod-mercadona.imgix.net/images/ee6740f72af8accbbc6164c27f3cb762.jpg?fit=crop&h=300&w=300,
2820,Menaje y conservación de alimentos,"Molde de Aluminio Cuadrado 2,7L Alibérico",Paquete 2 ud.,2.3,,https://prod-mercadona.imgix.net/images/1081aba3b9a1b271264b947ebc5236f9.jpg?fit=crop&h=300&w=300,
2821,Menaje y conservación de alimentos,"Recipiente de Plástico Rectangular 1,3L Bosque Verde",Paquete 4 ud.,2.4,,https://prod-mercadona.imgix.net/images/6ae3b21f302d8b8edad0bf22b97e5938.jpg?fit=crop&h=300&w=300,
2822,Menaje y conservación de alimentos,"Recipiente de Plástico Redondo 0,5L Bosque Verde",Paquete 3 ud.,2.05,,https://prod-mercadona.imgix.net/images/1d1dd1d2807fe51fe6ea511f7ebbc613.jpg?fit=crop&h=300&w=300,
2823,Menaje y conservación de alimentos,"Recipiente de Plástico Cuadrado bajo 0,8L Bosque Verde",Paquete 5 ud.,2.25,,https://prod-mercadona.imgix.net/images/524fe1577b77aea85c177fdcbd43e6c1.jpg?fit=crop&h=300&w=300,
2824,Menaje y conservación de alimentos,Recipiente de Plástico Redondo 1L Bosque Verde,Paquete 2 ud.,2.05,,https://prod-mercadona.imgix.net/images/96e0edf6c63ea6479a6f02e341685b73.jpg?fit=crop&h=300&w=300,
2825,Menaje y conservación de alimentos,Recipiente de Plástico Redondo 240 ml Bosque Verde,Paquete 3 ud.,1.95,,https://prod-mercadona.imgix.net/images/b1500dd0255fc6256478034a98aad908.jpg?fit=crop&h=300&w=300,
2826,Menaje y conservación de alimentos,"Molde de Aluminio Rectangular 0,5L Alibérico",Paquete 5 ud.,1.75,,https://prod-mercadona.imgix.net/images/5e3b7ddc757fa01e5ba1a1c97878b72c.jpg?fit=crop&h=300&w=300,
2827,Menaje y conservación de alimentos,Molde de Aluminio Redondo 1L Alibérico,Paquete 3 ud.,2.0,,https://prod-mercadona.imgix.net/images/9b52f443fafed98ccd33a822cdd643d3.jpg?fit=crop&h=300&w=300,
2828,Menaje y conservación de alimentos,"Molde de Aluminio Rectangular 1,5L Alibérico",Paquete 3 ud.,3.15,,https://prod-mercadona.imgix.net/images/42c2e60a41316e6acc15acf239a0cbba.jpg?fit=crop&h=300&w=300,
2829,Menaje y conservación de alimentos,Recipiente hermético de Plástico Rectangular 1L Bosque Verde,Paquete 1 ud.,3.0,,https://prod-mercadona.imgix.net/images/0febac24cd7bfa5076d34cbe567cdfa4.jpg?fit=crop&h=300&w=300,
2830,Menaje y conservación de alimentos,Recipiente hermético de Plástico Rectangular 3L Bosque Verde,Paquete 1 ud.,4.5,,https://prod-mercadona.imgix.net/images/3a8ef75e65fa91e5978757ed73c2a92b.jpg?fit=crop&h=300&w=300,
2831,Menaje y conservación de alimentos,Molde de papel de pulpa de madera y silicona Bosque Verde para Freidora de aire 20 cm,Paquete 50 ud.,2.5,,https://prod-mercadona.imgix.net/images/bb9ce898a86bd2d32020a92014c5ae0d.jpg?fit=crop&h=300&w=300,
2832,Menaje y conservación de alimentos,Papel de Aluminio Bosque Verde,Caja 30 m,2.25,,https://prod-mercadona.imgix.net/images/efcf89445e5bc8d8962ca09286252e7e.jpg?fit=crop&h=300&w=300,
2833,Menaje y conservación de alimentos,Film Transparente Bosque Verde con sierra deslizante,Caja 80 m,1.85,,https://prod-mercadona.imgix.net/images/2edf6e6d627c5e1f86efa0519b06761c.jpg?fit=crop&h=300&w=300,
2834,Menaje y conservación de alimentos,Papel vegetal Bosque Verde,Caja 30 hojas,1.7,,https://prod-mercadona.imgix.net/images/605886a19237ab9712a3c8572caa375b.jpg?fit=crop&h=300&w=300,
2835,Menaje y conservación de alimentos,Bolsas Congelación medianas Bosque Verde,Caja 40 bolsas,0.85,,https://prod-mercadona.imgix.net/images/6a5795e7807bdbe0bbf40c85f5f2654b.jpg?fit=crop&h=300&w=300,
2836,Menaje y conservación de alimentos,Bolsas Zip Congelación medianas Bosque Verde,Caja 20 bolsas,1.2,,https://prod-mercadona.imgix.net/images/557591f0d2ef7508eeffd50ba5939ea6.jpg?fit=crop&h=300&w=300,
2837,Menaje y conservación de alimentos,Bolsas Congelación grandes Bosque Verde,Caja 30 bolsas,1.1,,https://prod-mercadona.imgix.net/images/c633159d6219d8a89511e358df2e34ca.jpg?fit=crop&h=300&w=300,
2838,Menaje y conservación de alimentos,Bolsas zip congelación grandes Bosque Verde,Caja 15 bolsas,1.3,,https://prod-mercadona.imgix.net/images/167b8f8a9a6434b0e457bad04a5a4d67.jpg?fit=crop&h=300&w=300,
2839,Menaje y conservación de alimentos,Bolsa isotérmica,1 ud.,1.9,,https://prod-mercadona.imgix.net/images/b6083f0e1f8f151ba1e1d4b368d9e8ab.jpg?fit=crop&h=300&w=300,
2840,Menaje y conservación de alimentos,Bolsa de rafia,1 ud.,0.65,,https://prod-mercadona.imgix.net/images/4e38966b072c28cf21c6483169d13d78.jpg?fit=crop&h=300&w=300,
2841,Menaje y conservación de alimentos,Bolsas reutilizables Bosque Verde,Paquete 4 ud.,1.2,,https://prod-mercadona.imgix.net/images/685008206542888bc80b4916f3aaa892.jpg?fit=crop&h=300&w=300,
2842,Menaje y conservación de alimentos,Vasos grandes de plástico Bosque Verde reutilizables,Paquete 10 ud.,1.65,,https://prod-mercadona.imgix.net/images/2e160ea1eb91c926dfdef9b5142379c9.jpg?fit=crop&h=300&w=300,
2843,Menaje y conservación de alimentos,Vaso mediano Bosque Verde apto para bebida caliente,Paquete 10 ud.,2.35,,https://prod-mercadona.imgix.net/images/279bdb2ddfa73c7502ffde68f80647cc.jpg?fit=crop&h=300&w=300,
2844,Menaje y conservación de alimentos,Vaso pequeño Bosque Verde apto para bebida caliente,Paquete 20 ud.,1.35,,https://prod-mercadona.imgix.net/images/056cfcddd5ed1876b8f7fb98a57c78d9.jpg?fit=crop&h=300&w=300,
2845,Menaje y conservación de alimentos,Plato llano biodegradable Bosque Verde,Paquete 15 ud.,1.55,,https://prod-mercadona.imgix.net/images/100d731aac2e2b1ccca462fd2a607045.jpg?fit=crop&h=300&w=300,
2846,Menaje y conservación de alimentos,Plato postre biodegradable Bosque Verde,Paquete 15 ud.,1.45,,https://prod-mercadona.imgix.net/images/a27592a166276674b8615603e0b7c258.jpg?fit=crop&h=300&w=300,
2847,Menaje y conservación de alimentos,Bol biodegradable Bosque Verde,Paquete 15 ud.,2.0,,https://prod-mercadona.imgix.net/images/25a28d55bfe3069c846eafa582c8a5e0.jpg?fit=crop&h=300&w=300,
2848,Menaje y conservación de alimentos,Cucharas de plástico Bosque Verde reutilizables,Paquete 15 ud.,1.55,,https://prod-mercadona.imgix.net/images/6c0e7da2c5f2a0ebff8c2c2e010ce6c0.jpg?fit=crop&h=300&w=300,
2849,Menaje y conservación de alimentos,Cucharas postre de plástico Bosque Verde reutilizables,Paquete 15 ud.,1.45,,https://prod-mercadona.imgix.net/images/c90a62fb9cc6ac925a8e5012aeca1ba6.jpg?fit=crop&h=300&w=300,
2850,Menaje y conservación de alimentos,Tenedores de plástico Bosque Verde reutilizables,Paquete 15 ud.,1.55,,https://prod-mercadona.imgix.net/images/70ebbb88b61a8a7b9ce796bbbe3b5faa.jpg?fit=crop&h=300&w=300,
2851,Menaje y conservación de alimentos,Cuchillos de plástico Bosque Verde reutilizables,Paquete 15 ud.,1.55,,https://prod-mercadona.imgix.net/images/72df812725f6b9a373cb988320aeef8f.jpg?fit=crop&h=300&w=300,
2852,Menaje y conservación de alimentos,Pajitas rectas reutilizables,Paquete 30 ud.,1.1,,https://prod-mercadona.imgix.net/images/59e68529e470af281dc53c1f14f28657.jpg?fit=crop&h=300&w=300,
2853,Menaje y conservación de alimentos,Palillos redondos Bosque Verde,Bote 500 ud.,1.25,,https://prod-mercadona.imgix.net/images/7f7a9d243e59fcde9fa83b30f138b1b6.jpg?fit=crop&h=300&w=300,
2854,Menaje y conservación de alimentos,Mantel de papel color aleatorio Bosque Verde,1 ud.,2.9,,https://prod-mercadona.imgix.net/images/2b411c9d408c9d4fac543a7002bc953d.jpg?fit=crop&h=300&w=300,
2855,Menaje y conservación de alimentos,Mantel de papel blanco Bosque Verde,1 ud.,2.4,,https://prod-mercadona.imgix.net/images/6fe9211fd3f133a69b3d1fed766912a5.jpg?fit=crop&h=300&w=300,
2856,Menaje y conservación de alimentos,Bandeja de cartón rectangular Bosque Verde,Paquete 4 ud.,2.35,,https://prod-mercadona.imgix.net/images/57e3b601732ab5ee8c4b7401be0811d0.jpg?fit=crop&h=300&w=300,
2857,Menaje y conservación de alimentos,Vasos medianos de plástico Bosque Verde reutilizables,Paquete 10 ud.,1.6,,https://prod-mercadona.imgix.net/images/f7c2d169d08e0eb12d4dd772231c8222.jpg?fit=crop&h=300&w=300,
2858,Menaje y conservación de alimentos,Velote rojo Roura,1 ud.,1.2,,https://prod-mercadona.imgix.net/images/f123a96cbe9e788afd8dceab3cce4b00.jpg?fit=crop&h=300&w=300,
2859,Menaje y conservación de alimentos,Pastillas enciende fuegos Encendido,Caja 32 ud.,1.05,,https://prod-mercadona.imgix.net/images/e24ad5c2d3b3beeb19be5f9ec598962f.jpg?fit=crop&h=300&w=300,
2860,Menaje y conservación de alimentos,Velote blanco Roura,1 ud.,1.2,,https://prod-mercadona.imgix.net/images/81628cde6fe635cc620e040005bad470.jpg?fit=crop&h=300&w=300,
2861,Menaje y conservación de alimentos,Carbón vegetal Bosque Verde,"Paquete 2,5 kg",3.9,,https://prod-mercadona.imgix.net/images/8e6e31761ae1ef4f015fd98f89fb065a.jpg?fit=crop&h=300&w=300,
2862,Menaje y conservación de alimentos,Fósforos de madera largos Tres Estrellas,Paquete 3 cajas,1.2,,https://prod-mercadona.imgix.net/images/04e8d7d7df8142eb18b7cf5cff90dd76.jpg?fit=crop&h=300&w=300,
2863,Menaje y conservación de alimentos,Mini mechero Clipper,Paquete 3 ud.,2.5,,https://prod-mercadona.imgix.net/images/2de97805b25dd712ad31a10294d678bb.jpg?fit=crop&h=300&w=300,
2864,Menaje y conservación de alimentos,Encendedor cocina largo Clipper,Paquete 1 ud.,2.57,,https://prod-mercadona.imgix.net/images/99f97e3b1f99751d32eb2c77824fe5b8.jpg?fit=crop&h=300&w=300,
2865,Utensilios de limpieza y calzado,Escoba para interiores Bosque Verde,1 ud.,1.8,,https://prod-mercadona.imgix.net/images/0ea0855d7a41639ba27c273a9c78705d.jpg?fit=crop&h=300&w=300,
2866,Utensilios de limpieza y calzado,Fregona Microfibra Absorbente Bosque Verde,Paquete 2 ud.,2.8,,https://prod-mercadona.imgix.net/images/0193fc9cf60e3a8661fda34775409fce.jpg?fit=crop&h=300&w=300,
2867,Utensilios de limpieza y calzado,Fregona Microfibra Absorbente Bosque Verde,Paquete 1 ud.,1.5,,https://prod-mercadona.imgix.net/images/fe2667f5d5848f75a6e3d63fa2f7eb7f.jpg?fit=crop&h=300&w=300,
2868,Utensilios de limpieza y calzado,Fregona Algodón Bosque Verde,Paquete 1 ud.,1.1,,https://prod-mercadona.imgix.net/images/d80c7a544fbfe5f7ecec8d961a42842a.jpg?fit=crop&h=300&w=300,
2869,Utensilios de limpieza y calzado,Fregona Resistente y Absorbente Bosque Verde,Paquete 2 ud.,1.75,,https://prod-mercadona.imgix.net/images/08db61b6b0bf799aa9dc2fd689bbb126.jpg?fit=crop&h=300&w=300,
2870,Utensilios de limpieza y calzado,Fregona Microfibra Resistente Bosque Verde,Paquete 1 ud.,3.5,,https://prod-mercadona.imgix.net/images/eae38fc546d0975976d45e7547531fae.jpg?fit=crop&h=300&w=300,
2871,Utensilios de limpieza y calzado,Escoba Pequeña Bosque Verde,1 ud.,1.7,,https://prod-mercadona.imgix.net/images/05484de763810221c0e6dbf2aace4e24.jpg?fit=crop&h=300&w=300,
2872,Utensilios de limpieza y calzado,Escoba para exteriores Bosque Verde,1 ud.,2.6,,https://prod-mercadona.imgix.net/images/ae17ec455f1b8195e39abb5478c0d6a8.jpg?fit=crop&h=300&w=300,
2873,Utensilios de limpieza y calzado,Mopa atrapa polvo Bosque Verde multiusos,Paquete 1 ud.,4.5,,https://prod-mercadona.imgix.net/images/e4d3f339f2c515f99477045afc84a908.jpg?fit=crop&h=300&w=300,
2874,Utensilios de limpieza y calzado,Gamuzas atrapa polvo Bosque Verde,Paquete 30 ud.,1.8,,https://prod-mercadona.imgix.net/images/1ae35728df80a90961898ca31112047d.jpg?fit=crop&h=300&w=300,
2875,Utensilios de limpieza y calzado,Recambio mopa microfibra pequeño Bosque Verde,Paquete 1 ud.,4.9,,https://prod-mercadona.imgix.net/images/300ece8725e384858516ccb2577d0d22.jpg?fit=crop&h=300&w=300,
2876,Utensilios de limpieza y calzado,Toallitas limpiadoras de suelo Bosque Verde,Paquete 20 ud.,1.6,,https://prod-mercadona.imgix.net/images/bb7d5f4ba6de2434ccee0b538e88e581.jpg?fit=crop&h=300&w=300,
2877,Utensilios de limpieza y calzado,Recogedor antivuelco con palo Bosque Verde,1 ud.,1.55,,https://prod-mercadona.imgix.net/images/0ab3e2ff9714c2aac646c4ac98fde3cd.jpg?fit=crop&h=300&w=300,
2878,Utensilios de limpieza y calzado,Palo extensible antideslizante Bosque Verde 88 - 150 cm,1 ud.,2.8,,https://prod-mercadona.imgix.net/images/78ad4a06b0791f59b419703c9eb01369.jpg?fit=crop&h=300&w=300,
2879,Utensilios de limpieza y calzado,Palo antideslizante Bosque Verde 140 cm,1 ud.,1.75,,https://prod-mercadona.imgix.net/images/2a8a666edaaee73702b610fde16cc072.jpg?fit=crop&h=300&w=300,
2880,Utensilios de limpieza y calzado,"Cubo de basura mediano 30L Bosque Verde 30,2 x 30,5 x 41,9 cm",1 ud.,8.3,,https://prod-mercadona.imgix.net/images/bac585d1fe04658151ae56ac1c6f3216.jpg?fit=crop&h=300&w=300,
2881,Utensilios de limpieza y calzado,"Cubo de basura pequeño 10L Bosque Verde 24,1 x 25 x 24,7 cm",1 ud.,7.25,,https://prod-mercadona.imgix.net/images/c45e6a3d394d0965aa75e0b465dc9401.jpg?fit=crop&h=300&w=300,
2882,Utensilios de limpieza y calzado,"Cubo de basura reciclaje 50L o 30L + 10L + 10L Bosque Verde 44,5 x 44,5 x 37 cm",1 ud.,19.0,,https://prod-mercadona.imgix.net/images/719242ecb73b0ad20cb6289886afce81.jpg?fit=crop&h=300&w=300,
2883,Utensilios de limpieza y calzado,"Barreño ovalado 8,7L Bosque Verde",1 ud.,2.2,,https://prod-mercadona.imgix.net/images/2e78eaacb79f8c20cc4650e4fd729c7a.jpg?fit=crop&h=300&w=300,
2884,Utensilios de limpieza y calzado,Cubo con ruedas 13L Bosque Verde,1 ud.,3.6,,https://prod-mercadona.imgix.net/images/f63566203f65e88e68108c4804e3f2e3.jpg?fit=crop&h=300&w=300,
2885,Utensilios de limpieza y calzado,Escurridor para cubo ovalado Bosque Verde escurrebien,1 ud.,2.6,,https://prod-mercadona.imgix.net/images/ff02b286dd88b03e85ddfca541f8b0da.jpg?fit=crop&h=300&w=300,
2886,Utensilios de limpieza y calzado,Pinzas de ropa Bosque Verde,Paquete 24 ud.,1.5,,https://prod-mercadona.imgix.net/images/baebdf7b83f33a988e3097f996d43dd8.jpg?fit=crop&h=300&w=300,
2887,Utensilios de limpieza y calzado,Rodillo quitapelusas Bosque Verde,1 ud.,1.75,,https://prod-mercadona.imgix.net/images/ebea367811e96ad3be33aeabc1ad7b4a.jpg?fit=crop&h=300&w=300,
2888,Utensilios de limpieza y calzado,Cepillo para lavar con asa Bosque Verde,1 ud.,1.9,,https://prod-mercadona.imgix.net/images/98ee69c0cb598d5f4827888f4a408075.jpg?fit=crop&h=300&w=300,
2889,Utensilios de limpieza y calzado,Escobilla para WC Bosque Verde,1 ud.,2.95,,https://prod-mercadona.imgix.net/images/94d2a44e7c730345814bbcda5442e607.jpg?fit=crop&h=300&w=300,
2890,Utensilios de limpieza y calzado,Recambios plumero Bosque Verde,Paquete 6 ud.,1.85,,https://prod-mercadona.imgix.net/images/006360d6f4aba148ee6feaf8bd668732.jpg?fit=crop&h=300&w=300,
2891,Utensilios de limpieza y calzado,Plumero de avestruz extensible Bosque Verde,1 ud.,4.95,,https://prod-mercadona.imgix.net/images/9c274d95dd525a285f6086b451e0c8b2.jpg?fit=crop&h=300&w=300,
2892,Utensilios de limpieza y calzado,Limpiacristales con mango Bosque Verde,1 ud.,2.6,,https://prod-mercadona.imgix.net/images/fefdecba390808437b1984c073e8cd98.jpg?fit=crop&h=300&w=300,
2893,Utensilios de limpieza y calzado,Plumero atrapa polvo Bosque Verde,Paquete 1 ud.,2.0,,https://prod-mercadona.imgix.net/images/e0c940dc9c2bb4a899b27b8705e741f8.jpg?fit=crop&h=300&w=300,
2894,Utensilios de limpieza y calzado,Crema de calzado blanco autobrillante Bosque Verde con aplicador,Bote 50 ml,0.95,,https://prod-mercadona.imgix.net/images/a8517cc51a0236cfc85c3b7de6e2b6b3.jpg?fit=crop&h=300&w=300,
2895,Utensilios de limpieza y calzado,Crema de calzado marrón autobrillante Bosque Verde con aplicador,Bote 50 ml,0.95,,https://prod-mercadona.imgix.net/images/adba95ecb6c80aee005fdca82d55c313.jpg?fit=crop&h=300&w=300,
2896,Utensilios de limpieza y calzado,Crema de calzado negro autobrillante Bosque Verde con aplicador,Bote 50 ml,0.95,,https://prod-mercadona.imgix.net/images/4b962ad6bf4f0ca92934f7f162d4fdf3.jpg?fit=crop&h=300&w=300,
2897,Utensilios de limpieza y calzado,Esponja de calzado incoloro brillo y protección Yak,1 ud.,1.55,,https://prod-mercadona.imgix.net/images/4ae73e8c890f3886c00d2ca1ad304339.jpg?fit=crop&h=300&w=300,
2898,Utensilios de limpieza y calzado,Desodorante de calzado Bosque Verde,Spray 250 ml,2.95,,https://prod-mercadona.imgix.net/images/92fcd4eeaa8e851e429c4553c261aaa9.jpg?fit=crop&h=300&w=300,
2899,Fruta,Plátano de Canarias IGP,Pieza 160 g aprox.,0.56,,https://prod-mercadona.imgix.net/images/e4a37940916985bf5ca166e266580c37.jpg?fit=crop&h=300&w=300,
2900,Fruta,Banana,Pieza 180 g aprox.,0.27,,https://prod-mercadona.imgix.net/images/69edef3541bbf3f4b7173c9d617a5698.jpg?fit=crop&h=300&w=300,
2901,Fruta,Plátano macho,Pieza 310 g aprox.,0.9,,https://prod-mercadona.imgix.net/images/c22baa2a17de06fbf8477ef25392b7ca.jpg?fit=crop&h=300&w=300,
2902,Fruta,Uva blanca sin semillas,Bandeja 500 g aprox.,2.55,,https://prod-mercadona.imgix.net/images/7b5610514b8fc646d0a02def291b8b6d.jpg?fit=crop&h=300&w=300,
2903,Fruta,Uva roja sin semillas,Bandeja 500 g aprox.,2.5,,https://prod-mercadona.imgix.net/images/c31b4d1c9707162e97b45064a7ccb4a9.jpg?fit=crop&h=300&w=300,
2904,Fruta,Manzana Golden,Pieza 210 g aprox.,0.46,,https://prod-mercadona.imgix.net/images/0badb0be855ae3b5d11d4750b92c765b.jpg?fit=crop&h=300&w=300,
2905,Fruta,Manzanas Golden,"1,5 kg aprox.",3.08,,https://prod-mercadona.imgix.net/images/fff0b633705b0eb0bc77f9a5e1d45b3c.jpg?fit=crop&h=300&w=300,
2906,Fruta,Pera Conferencia,Pieza 180 g aprox.,0.47,,https://prod-mercadona.imgix.net/images/ee3e71e5011511764af6ba3edc41f4d2.jpg?fit=crop&h=300&w=300,
2907,Fruta,Peras Conferencia,"1,5 kg aprox.",3.45,,https://prod-mercadona.imgix.net/images/51032a014399414f057b3020a930bf6b.jpg?fit=crop&h=300&w=300,
2908,Fruta,Manzana roja dulce,Pieza 300 g aprox.,0.87,,https://prod-mercadona.imgix.net/images/878bf3cf8085247ce47942d38c31666c.jpg?fit=crop&h=300&w=300,
2909,Fruta,Manzanas rojas dulces,"1,5 kg aprox.",3.83,,https://prod-mercadona.imgix.net/images/72af5bfc30fcadef171074b4e1a0f420.jpg?fit=crop&h=300&w=300,
2910,Fruta,Pera Ercolina,Pieza 90 g aprox.,0.32,,https://prod-mercadona.imgix.net/images/8da98219dea475bc1170fe49a9afcbdf.jpg?fit=crop&h=300&w=300,
2911,Fruta,Manzana Granny Smith,Pieza 210 g aprox.,0.49,,https://prod-mercadona.imgix.net/images/06e8c47d7373ac738378135cc9787b6b.jpg?fit=crop&h=300&w=300,
2912,Fruta,Pera Rocha,Pieza 140 g aprox.,0.38,,https://prod-mercadona.imgix.net/images/7be08c331cdd9aae806a258c5acc46af.jpg?fit=crop&h=300&w=300,
2913,Fruta,Manzana roja acidulce,Pieza 270 g aprox.,0.78,,https://prod-mercadona.imgix.net/images/22301daf320667073b7662206e508c36.jpg?fit=crop&h=300&w=300,
